Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
ZAF,1994-04-01,1994-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7004,April,,3.585650000000000,X
ZAF,1994-05-01,1994-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7005,May,,3.632560000000000,X
ZAF,1994-06-01,1994-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7006,June,,3.629730000000000,X
ZAF,1994-07-01,1994-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7007,July,,3.667740000000000,X
ZAF,1994-08-01,1994-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7008,August,,3.597910000000000,X
ZAF,1994-09-01,1994-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7009,September,,3.556180000000000,X
ZAF,1994-10-01,1994-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7010,October,,3.540420000000000,X
ZAF,1994-11-01,1994-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7011,November,,3.524860000000000,X
ZAF,1994-12-01,1994-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1994,1994,7012,December,,3.560080000000000,X
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7021,Annual value,,3.627085000000000,X
ZAF,1995-01-01,1995-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7001,January,,3.538980000000000,X
ZAF,1995-02-01,1995-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7002,February,,3.560150000000000,X
ZAF,1995-03-01,1995-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7003,March,,3.598230000000000,X
ZAF,1995-04-01,1995-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7004,April,,3.601150000000000,X
ZAF,1995-05-01,1995-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7005,May,,3.658730000000000,X
ZAF,1995-06-01,1995-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7006,June,,3.661900000000000,X
ZAF,1995-07-01,1995-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7007,July,,3.639740000000000,X
ZAF,1995-08-01,1995-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7008,August,,3.642320000000000,X
ZAF,1995-09-01,1995-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7009,September,,3.662030000000000,X
ZAF,1995-10-01,1995-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7010,October,,3.650520000000000,X
ZAF,1995-11-01,1995-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7011,November,,3.647830000000000,X
ZAF,1995-12-01,1995-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1995,1995,7012,December,,3.663440000000000,X
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7021,Annual value,,4.299349166700000,X
ZAF,1996-01-01,1996-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7001,January,,3.641640000000000,X
ZAF,1996-02-01,1996-02-29,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7002,February,,3.746070000000000,X
ZAF,1996-03-01,1996-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7003,March,,3.927550000000000,X
ZAF,1996-04-01,1996-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7004,April,,4.217050000000000,X
ZAF,1996-05-01,1996-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7005,May,,4.375600000000000,X
ZAF,1996-06-01,1996-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7006,June,,4.352250000000000,X
ZAF,1996-07-01,1996-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7007,July,,4.392520000000000,X
ZAF,1996-08-01,1996-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7008,August,,4.524710000000000,X
ZAF,1996-09-01,1996-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7009,September,,4.499250000000000,X
ZAF,1996-10-01,1996-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7010,October,,4.576650000000000,X
ZAF,1996-11-01,1996-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7011,November,,4.654570000000000,X
ZAF,1996-12-01,1996-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1996,1996,7012,December,,4.684330000000000,X
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7021,Annual value,,4.607961666700000,X
ZAF,1997-01-01,1997-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7001,January,,4.641520000000000,X
ZAF,1997-02-01,1997-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7002,February,,4.455930000000000,X
ZAF,1997-03-01,1997-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7003,March,,4.435220000000000,X
ZAF,1997-04-01,1997-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7004,April,,4.443360000000000,X
ZAF,1997-05-01,1997-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7005,May,,4.467400000000000,X
ZAF,1997-06-01,1997-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7006,June,,4.499670000000000,X
ZAF,1997-07-01,1997-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7007,July,,4.558930000000000,X
ZAF,1997-08-01,1997-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7008,August,,4.683620000000000,X
ZAF,1997-09-01,1997-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7009,September,,4.690070000000000,X
ZAF,1997-10-01,1997-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7010,October,,4.712020000000000,X
ZAF,1997-11-01,1997-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7011,November,,4.838270000000000,X
ZAF,1997-12-01,1997-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1997,1997,7012,December,,4.869530000000000,X
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7021,Annual value,,5.528284166700000,X
ZAF,1998-01-01,1998-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7001,January,,4.941930000000000,X
ZAF,1998-02-01,1998-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7002,February,,4.934000000000000,X
ZAF,1998-03-01,1998-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7003,March,,4.974820000000000,X
ZAF,1998-04-01,1998-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7004,April,,5.045220000000000,X
ZAF,1998-05-01,1998-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7005,May,,5.095230000000000,X
ZAF,1998-06-01,1998-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7006,June,,5.380550000000000,X
ZAF,1998-07-01,1998-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7007,July,,6.224590000000000,X
ZAF,1998-08-01,1998-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7008,August,,6.293950000000000,X
ZAF,1998-09-01,1998-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7009,September,,6.111740000000000,X
ZAF,1998-10-01,1998-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7010,October,,5.794070000000000,X
ZAF,1998-11-01,1998-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7011,November,,5.651120000000000,X
ZAF,1998-12-01,1998-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1998,1998,7012,December,,5.892190000000000,X
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7021,Annual value,,6.109484166700000,X
ZAF,1999-01-01,1999-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7001,January,,5.983800000000000,X
ZAF,1999-02-01,1999-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7002,February,,6.067710000000000,X
ZAF,1999-03-01,1999-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7003,March,,6.204690000000000,X
ZAF,1999-04-01,1999-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7004,April,,6.120000000000000,X
ZAF,1999-05-01,1999-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7005,May,,6.187170000000000,X
ZAF,1999-06-01,1999-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7006,June,,6.078930000000000,X
ZAF,1999-07-01,1999-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7007,July,,6.108550000000000,X
ZAF,1999-08-01,1999-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7008,August,,6.128550000000000,X
ZAF,1999-09-01,1999-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7009,September,,6.056450000000000,X
ZAF,1999-10-01,1999-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7010,October,,6.096000000000000,X
ZAF,1999-11-01,1999-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7011,November,,6.136410000000000,X
ZAF,1999-12-01,1999-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,1999,1999,7012,December,,6.145550000000000,X
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7021,Annual value,,6.939828333300000,X
ZAF,2000-01-01,2000-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7001,January,,6.124390000000000,X
ZAF,2000-02-01,2000-02-29,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7002,February,,6.318760000000000,X
ZAF,2000-03-01,2000-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7003,March,,6.463690000000000,X
ZAF,2000-04-01,2000-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7004,April,,6.619500000000000,X
ZAF,2000-05-01,2000-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7005,May,,7.035590000000000,X
ZAF,2000-06-01,2000-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7006,June,,6.918980000000000,X
ZAF,2000-07-01,2000-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7007,July,,6.883260000000000,X
ZAF,2000-08-01,2000-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7008,August,,6.954120000000000,X
ZAF,2000-09-01,2000-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7009,September,,7.162500000000000,X
ZAF,2000-10-01,2000-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7010,October,,7.477260000000000,X
ZAF,2000-11-01,2000-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7011,November,,7.677210000000000,X
ZAF,2000-12-01,2000-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2000,2000,7012,December,,7.642680000000000,X
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7021,Annual value,,8.609180833300000,X
ZAF,2001-01-01,2001-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7001,January,,7.783070000000000,X
ZAF,2001-02-01,2001-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7002,February,,7.815550000000000,X
ZAF,2001-03-01,2001-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7003,March,,7.878690000000000,X
ZAF,2001-04-01,2001-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7004,April,,8.082129999999999,X
ZAF,2001-05-01,2001-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7005,May,,7.972790000000000,X
ZAF,2001-06-01,2001-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7006,June,,8.053550000000000,X
ZAF,2001-07-01,2001-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7007,July,,8.150020000000000,X
ZAF,2001-08-01,2001-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7008,August,,8.313879999999999,X
ZAF,2001-09-01,2001-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7009,September,,8.636559999999999,X
ZAF,2001-10-01,2001-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7010,October,,9.275100000000000,X
ZAF,2001-11-01,2001-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7011,November,,9.753830000000001,X
ZAF,2001-12-01,2001-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2001,2001,7012,December,,11.595000000000001,X
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7021,Annual value,,10.540746666700001,X
ZAF,2002-01-01,2002-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7001,January,,11.587859999999999,X
ZAF,2002-02-01,2002-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7002,February,,11.478600000000000,X
ZAF,2002-03-01,2002-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7003,March,,11.510970000000000,X
ZAF,2002-04-01,2002-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7004,April,,11.059250000000000,X
ZAF,2002-05-01,2002-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7005,May,,10.177270000000000,X
ZAF,2002-06-01,2002-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7006,June,,10.128340000000000,X
ZAF,2002-07-01,2002-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7007,July,,10.131050000000000,X
ZAF,2002-08-01,2002-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7008,August,,10.584199999999999,X
ZAF,2002-09-01,2002-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7009,September,,10.595820000000000,X
ZAF,2002-10-01,2002-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7010,October,,10.328600000000000,X
ZAF,2002-11-01,2002-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7011,November,,9.958500000000001,X
ZAF,2002-12-01,2002-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2002,2002,7012,December,,8.948499999999999,X
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7021,Annual value,,7.564749166700000,X
ZAF,2003-01-01,2003-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7001,January,,8.691820000000000,X
ZAF,2003-02-01,2003-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7002,February,,8.292000000000000,X
ZAF,2003-03-01,2003-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7003,March,,8.037750000000001,X
ZAF,2003-04-01,2003-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7004,April,,7.724170000000000,X
ZAF,2003-05-01,2003-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7005,May,,7.692110000000000,X
ZAF,2003-06-01,2003-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7006,June,,7.902500000000000,X
ZAF,2003-07-01,2003-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7007,July,,7.547830000000000,X
ZAF,2003-08-01,2003-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7008,August,,7.396670000000000,X
ZAF,2003-09-01,2003-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7009,September,,7.310500000000000,X
ZAF,2003-10-01,2003-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7010,October,,6.952370000000000,X
ZAF,2003-11-01,2003-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7011,November,,6.728680000000000,X
ZAF,2003-12-01,2003-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2003,2003,7012,December,,6.500590000000000,X
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7021,Annual value,,6.459692500000000,X
ZAF,2004-01-01,2004-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7001,January,,6.975250000000000,X
ZAF,2004-02-01,2004-02-29,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7002,February,,6.766750000000000,X
ZAF,2004-03-01,2004-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7003,March,,6.640750000000000,X
ZAF,2004-04-01,2004-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7004,April,,6.587790000000000,X
ZAF,2004-05-01,2004-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7005,May,,6.826000000000000,X
ZAF,2004-06-01,2004-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7006,June,,6.418500000000000,X
ZAF,2004-07-01,2004-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7007,July,,6.120710000000000,X
ZAF,2004-08-01,2004-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7008,August,,6.457780000000000,X
ZAF,2004-09-01,2004-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7009,September,,6.564060000000000,X
ZAF,2004-10-01,2004-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7010,October,,6.362140000000000,X
ZAF,2004-11-01,2004-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7011,November,,6.086580000000000,X
ZAF,2004-12-01,2004-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2004,2004,7012,December,,5.710000000000000,X
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7021,Annual value,,6.359328333300000,X
ZAF,2005-01-01,2005-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7001,January,,5.915000000000000,X
ZAF,2005-02-01,2005-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7002,February,,6.044290000000000,X
ZAF,2005-03-01,2005-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7003,March,,5.965000000000000,X
ZAF,2005-04-01,2005-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7004,April,,6.162060000000000,X
ZAF,2005-05-01,2005-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7005,May,,6.351330000000000,X
ZAF,2005-06-01,2005-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7006,June,,6.747120000000000,X
ZAF,2005-07-01,2005-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7007,July,,6.705330000000000,X
ZAF,2005-08-01,2005-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7008,August,,6.455000000000000,X
ZAF,2005-09-01,2005-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7009,September,,6.351430000000000,X
ZAF,2005-10-01,2005-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7010,October,,6.592500000000000,X
ZAF,2005-11-01,2005-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7011,November,,6.676450000000000,X
ZAF,2005-12-01,2005-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2005,2005,7012,December,,6.346430000000000,X
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7021,Annual value,,6.771549166700000,X
ZAF,2006-01-01,2006-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7001,January,,6.096390000000000,X
ZAF,2006-02-01,2006-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7002,February,,6.107330000000000,X
ZAF,2006-03-01,2006-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7003,March,,6.228080000000000,X
ZAF,2006-04-01,2006-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7004,April,,6.062310000000000,X
ZAF,2006-05-01,2006-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7005,May,,6.313420000000000,X
ZAF,2006-06-01,2006-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7006,June,,6.996390000000000,X
ZAF,2006-07-01,2006-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7007,July,,7.077880000000000,X
ZAF,2006-08-01,2006-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7008,August,,6.960290000000000,X
ZAF,2006-09-01,2006-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7009,September,,7.455000000000000,X
ZAF,2006-10-01,2006-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7010,October,,7.659750000000000,X
ZAF,2006-11-01,2006-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7011,November,,7.261470000000000,X
ZAF,2006-12-01,2006-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2006,2006,7012,December,,7.040280000000000,X
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7021,Annual value,,7.045365000000000,X
ZAF,2007-01-01,2007-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7001,January,,7.166940000000000,X
ZAF,2007-02-01,2007-02-28,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7002,February,,7.174720000000000,X
ZAF,2007-03-01,2007-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7003,March,,7.349050000000000,X
ZAF,2007-04-01,2007-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7004,April,,7.102670000000000,X
ZAF,2007-05-01,2007-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7005,May,,7.002220000000000,X
ZAF,2007-06-01,2007-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7006,June,,7.167000000000000,X
ZAF,2007-07-01,2007-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7007,July,,6.972500000000000,X
ZAF,2007-08-01,2007-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7008,August,,7.230000000000000,X
ZAF,2007-09-01,2007-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7009,September,,7.117500000000000,X
ZAF,2007-10-01,2007-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7010,October,,6.760910000000000,X
ZAF,2007-11-01,2007-11-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7011,November,,6.694720000000000,X
ZAF,2007-12-01,2007-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2007,2007,7012,December,,6.806150000000000,X
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7021,Annual value,,8.261223333300000,X
ZAF,2008-01-01,2008-01-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7001,January,,7.013100000000000,X
ZAF,2008-02-01,2008-02-29,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7002,February,,7.663250000000000,X
ZAF,2008-03-01,2008-03-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7003,March,,7.970560000000000,X
ZAF,2008-04-01,2008-04-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7004,April,,7.785000000000000,X
ZAF,2008-05-01,2008-05-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7005,May,,7.621000000000000,X
ZAF,2008-06-01,2008-06-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7006,June,,7.920000000000000,X
ZAF,2008-07-01,2008-07-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7007,July,,7.625680000000000,X
ZAF,2008-08-01,2008-08-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7008,August,,7.661400000000000,X
ZAF,2008-09-01,2008-09-30,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7009,September,,8.057140000000000,X
ZAF,2008-10-01,2008-10-31,202,'710,South Africa,LCU,Local currency units per USD,ZAR,Rand,2008,2008,7010,October,,9.744800000000000,X
